#{"t_start": 1653469310.1659322, "env_id": null}
r,l,t
0.0,2,14.648199
0.0,1,14.657981
1.0,4,14.671536
0.0,1,14.682424
1.0,6,14.70103
1.0,6,14.71986
0.0,1,14.727282
0.0,2,14.738069
0.0,4,14.750372
0.0,5,14.767097
0.0,7,14.786791
3.0,9,14.811736
1.0,6,14.832111
0.0,1,14.839607
0.0,6,14.855485
2.0,9,14.881563
2.0,8,14.906336
0.0,8,14.926205
1.0,5,14.944083
0.0,5,14.961923
2.0,8,14.986633
0.0,3,14.999081
0.0,5,15.015538
1.0,6,15.040709
0.0,4,15.053275
3.0,10,15.085256
1.0,5,15.101613
2.0,7,15.126346
0.0,3,15.13982
1.0,5,15.160144
0.0,3,15.17376
1.0,6,15.192796
0.0,2,15.204755
1.0,5,15.222608
1.0,5,15.240991
0.0,3,15.2525
0.0,1,15.260326
0.0,1,15.270636
0.0,3,15.282516
0.0,2,15.293637
2.0,8,15.317746
0.0,1,15.325694
1.0,10,15.354714
0.0,3,15.369019
0.0,5,15.384462
3.0,12,15.414282
1.0,5,15.428992
0.0,1,15.439444
1.0,6,15.460233
0.0,1,15.467291
3.0,10,15.491937
1.0,5,15.507383
2.0,6,15.526999
1.0,6,15.547066
1.0,5,15.562969
0.0,6,15.583267
0.0,3,15.593306
0.0,1,15.600965
1.0,6,15.620976
0.0,3,15.632523
1.0,5,15.649141
1.0,4,15.664659
0.0,3,15.679171
1.0,9,15.702953
0.0,2,15.71473
0.0,3,15.725151
0.0,1,15.73567
1.0,5,15.751578
0.0,3,15.760779
1.0,5,15.778191
0.0,3,15.792257
1.0,6,15.811236
0.0,2,15.821018
0.0,1,15.831324
0.0,3,15.843068
0.0,4,15.855775
0.0,6,15.872402
0.0,2,15.884045
1.0,4,15.897706
0.0,4,15.912095
1.0,6,15.931852
0.0,2,15.944641
1.0,5,15.961618
2.0,8,15.984536
0.0,1,15.993642
0.0,1,16.001881
1.0,6,16.022348
1.0,3,16.038322
0.0,2,16.04761
0.0,3,16.063696
2.0,7,16.08465
1.0,4,16.101435
0.0,3,16.112584
0.0,1,16.123445
1.0,4,16.136349
0.0,2,16.14774
0.0,1,16.155079
0.0,3,16.169342
1.0,7,16.1912
1.0,6,16.20896
0.0,2,16.221914
0.0,1,16.230291
0.0,1,16.237398
1.0,11,16.265615
0.0,1,16.273895
1.0,6,16.296876
0.0,2,16.30514
0.0,1,16.313043
1.0,5,16.333002
0.0,1,16.340313
1.0,6,16.362529
0.0,9,16.386044
0.0,3,16.40148
1.0,5,16.419752
1.0,5,16.435756
1.0,4,16.450197
2.0,14,16.486459
1.0,7,16.506925
2.0,7,16.527515
0.0,2,16.537928
0.0,2,16.546934
0.0,3,16.558964
0.0,3,16.570204
1.0,6,16.592788
2.0,8,16.615633
1.0,6,16.633879
1.0,5,16.651013
0.0,3,16.663213
2.0,9,16.690234
0.0,2,16.698746
1.0,6,16.718752
0.0,1,16.727626
2.0,13,16.760334
0.0,3,16.774171
0.0,2,16.784245
1.0,6,16.802514
1.0,7,16.825418
2.0,12,16.856407
0.0,3,16.870416
0.0,3,16.882162
0.0,2,16.893837
3.0,13,16.926255
1.0,6,16.948656
0.0,1,16.956468
1.0,6,16.975861
0.0,3,16.987872
0.0,3,16.998312
1.0,11,17.026838
1.0,5,17.043573
0.0,1,17.052453
1.0,7,17.074162
1.0,5,17.09038
0.0,2,17.099414
0.0,2,17.11027
0.0,1,17.117386
0.0,8,17.137746
4.0,14,17.171685
1.0,6,17.193746
0.0,3,17.205105
1.0,5,17.222959
1.0,8,17.246768
2.0,11,17.276509
3.0,14,17.317637
0.0,2,17.327079
1.0,7,17.350344
0.0,7,17.370523
0.0,2,17.378536
1.0,5,17.395078
1.0,6,17.414423
0.0,2,17.423788
1.0,4,17.439114
0.0,2,17.449212
0.0,3,17.463575
0.0,2,17.472024
0.0,2,17.483162
1.0,4,17.496669
0.0,6,17.517755
0.0,7,17.538196
2.0,8,17.564226
0.0,3,17.57698
2.0,8,17.600846
3.0,10,17.685369
0.0,1,17.693747
0.0,1,17.700694
1.0,6,17.720297
0.0,1,17.729965
3.0,9,17.752513
1.0,7,17.776962
0.0,4,17.791253
0.0,5,17.807919
3.0,10,17.833287
1.0,6,17.853643
1.0,13,17.885063
1.0,4,17.899493
0.0,1,17.907737
1.0,7,17.933204
1.0,3,17.942726
0.0,2,17.954875
1.0,7,17.976291
0.0,1,17.983535
1.0,5,18.00046
0.0,1,18.010354
2.0,7,18.031697
0.0,2,18.040562
2.0,6,18.062227
1.0,5,18.079261
0.0,2,18.088088
0.0,2,18.097393
3.0,14,18.132786
1.0,6,18.149763
2.0,8,18.175179
0.0,2,18.18429
0.0,1,18.194406
1.0,6,18.216548
0.0,2,18.224643
0.0,1,18.232447
0.0,5,18.246136
1.0,4,18.264234
0.0,3,18.276923
2.0,5,18.296063
1.0,4,18.311558
1.0,7,18.332676
0.0,1,18.340187
1.0,6,18.359545
2.0,10,18.390688
1.0,5,18.407911
1.0,4,18.424766
0.0,2,18.438098
0.0,3,18.449588
1.0,5,18.467457
1.0,11,18.49996
1.0,6,18.525143
1.0,8,18.548475
1.0,6,18.567164
0.0,2,18.577876
1.0,5,18.594792
1.0,7,18.616325
0.0,1,18.624
0.0,2,18.635547
2.0,11,18.664089
2.0,8,18.68851
0.0,4,18.701416
2.0,7,18.731628
0.0,2,18.741004
1.0,5,18.761994
0.0,3,18.774458
1.0,4,18.790596
0.0,2,18.799989
2.0,9,18.828353
1.0,5,18.849792
1.0,6,18.870034
0.0,2,18.879821
1.0,5,18.899919
0.0,3,18.91513
0.0,1,18.923529
1.0,10,18.954165
0.0,1,18.962231
1.0,6,18.984553
0.0,1,18.992051
1.0,5,19.009049
0.0,5,19.026124
0.0,6,19.045857
1.0,4,19.060908
1.0,6,19.083649
1.0,5,19.10299
1.0,9,19.129171
0.0,3,19.139327
1.0,8,19.166167
0.0,2,19.175143
1.0,4,19.190906
0.0,5,19.208178
1.0,5,19.226026
0.0,3,19.239387
0.0,3,19.248102
0.0,3,19.262194
0.0,1,19.270136
0.0,5,19.285538
0.0,1,19.292769
1.0,7,19.315828
1.0,5,19.329582
2.0,7,19.349957
1.0,5,19.367786
2.0,6,19.387299
1.0,5,19.403736
1.0,5,19.420445
1.0,7,19.44223
1.0,6,19.460708
1.0,3,19.474897
1.0,11,19.505427
1.0,5,19.525868
2.0,9,19.552907
3.0,12,19.586748
1.0,6,19.606668
0.0,3,19.620378
1.0,5,19.636424
0.0,2,19.645845
0.0,4,19.662915
0.0,9,19.691025
0.0,3,19.702662
