#{"t_start": 1653465590.4580643, "env_id": null}
r,l,t
0.0,2,12.557679
0.0,1,12.564279
0.0,1,12.574621
1.0,4,12.591027
0.0,2,12.60069
0.0,3,12.611512
0.0,3,12.621977
0.0,3,12.632625
0.0,2,12.64126
0.0,2,12.650528
0.0,4,12.66344
1.0,3,12.674674
0.0,2,12.683448
0.0,1,12.691145
0.0,1,12.699012
0.0,1,12.706449
0.0,1,12.713751
0.0,1,12.721971
0.0,2,12.730425
0.0,2,12.740256
0.0,1,12.747792
0.0,3,12.758847
2.0,10,12.785526
0.0,3,12.805251
0.0,2,12.818494
0.0,1,12.827395
0.0,1,12.838732
0.0,2,12.849156
0.0,2,12.860502
1.0,4,12.886615
1.0,6,12.908323
0.0,2,12.918622
2.0,8,12.939415
1.0,5,12.954817
0.0,2,12.965593
0.0,1,12.974442
0.0,2,12.988552
0.0,1,12.996464
1.0,5,13.014728
0.0,3,13.025316
0.0,2,13.035558
0.0,2,13.045453
0.0,2,13.054011
0.0,1,13.061635
0.0,2,13.071947
0.0,3,13.086042
0.0,2,13.106275
0.0,4,13.148228
0.0,3,13.180914
0.0,3,13.205051
0.0,1,13.220011
0.0,3,13.240632
1.0,4,13.291052
0.0,1,13.309767
1.0,3,13.341818
0.0,1,13.355288
0.0,1,13.367658
0.0,3,13.382128
0.0,2,13.391099
0.0,6,13.409567
0.0,4,13.423274
2.0,10,13.448846
1.0,3,13.460914
0.0,2,13.472692
1.0,10,13.499491
0.0,6,13.518386
0.0,1,13.525903
0.0,2,13.535526
0.0,1,13.543218
0.0,2,13.552963
1.0,7,13.5732
0.0,2,13.582692
0.0,1,13.590503
0.0,1,13.597974
1.0,8,13.619382
0.0,1,13.627135
0.0,1,13.634986
0.0,4,13.64608
1.0,4,13.6597
1.0,3,13.672194
0.0,3,13.683423
0.0,3,13.695728
0.0,2,13.704985
0.0,2,13.714437
1.0,5,13.730503
0.0,2,13.738889
0.0,3,13.748366
0.0,1,13.756179
1.0,5,13.771719
0.0,1,13.780181
1.0,4,13.795487
0.0,3,13.8062
0.0,5,13.821649
0.0,1,13.829674
1.0,5,13.844071
1.0,5,13.858356
0.0,5,13.872847
1.0,4,13.887011
1.0,4,13.90222
0.0,2,13.91246
0.0,1,13.920903
0.0,1,13.928774
0.0,1,13.936857
0.0,1,13.94412
0.0,1,13.951434
0.0,4,13.965995
2.0,10,13.989679
0.0,5,14.004743
0.0,3,14.016496
1.0,5,14.030715
0.0,2,14.04037
0.0,1,14.047788
0.0,3,14.059921
0.0,1,14.068265
1.0,4,14.081928
0.0,3,14.093438
1.0,6,14.110626
0.0,2,14.121114
1.0,4,14.13412
0.0,2,14.14466
0.0,1,14.15142
0.0,2,14.160581
0.0,3,14.172865
0.0,3,14.184377
0.0,1,14.192759
0.0,1,14.200586
1.0,8,14.220979
0.0,3,14.233568
0.0,4,14.24674
0.0,1,14.254278
1.0,5,14.275491
0.0,1,14.28371
0.0,1,14.290966
0.0,3,14.302616
1.0,5,14.318488
0.0,2,14.329039
0.0,1,14.337628
0.0,1,14.34655
0.0,1,14.3536
0.0,1,14.36126
0.0,4,14.372762
1.0,6,14.3904
0.0,1,14.398355
0.0,1,14.406143
1.0,6,14.425076
0.0,2,14.433319
0.0,5,14.450079
0.0,3,14.461874
3.0,16,14.500491
0.0,3,14.515424
0.0,1,14.522956
0.0,3,14.535207
0.0,7,14.552559
0.0,4,14.565962
0.0,3,14.577094
0.0,1,14.584755
0.0,1,14.592427
0.0,2,14.601777
1.0,3,14.625997
0.0,2,14.644996
0.0,11,14.694472
0.0,3,14.717254
0.0,4,14.749783
0.0,3,14.761517
0.0,3,14.773063
0.0,2,14.782114
0.0,2,14.794703
0.0,1,14.80141
1.0,5,14.817904
0.0,1,14.827099
0.0,2,14.837127
0.0,6,14.85788
0.0,1,14.865999
0.0,8,14.88919
0.0,3,14.900939
1.0,10,14.927713
0.0,1,14.938616
0.0,1,14.948207
2.0,8,14.970803
0.0,1,14.979828
0.0,2,14.991839
1.0,3,15.002808
1.0,8,15.022405
1.0,8,15.043081
1.0,3,15.056338
0.0,1,15.063282
0.0,3,15.077414
0.0,1,15.084687
0.0,1,15.092945
0.0,2,15.102103
0.0,1,15.109328
0.0,2,15.11903
1.0,3,15.130273
0.0,3,15.141581
2.0,8,15.165374
0.0,3,15.178108
0.0,7,15.199031
1.0,7,15.219985
1.0,4,15.235175
0.0,2,15.244286
1.0,7,15.263725
0.0,2,15.273531
0.0,2,15.283352
1.0,4,15.298153
0.0,4,15.311039
0.0,3,15.321688
0.0,4,15.335538
0.0,2,15.346105
1.0,6,15.36393
0.0,1,15.371556
0.0,2,15.380513
0.0,2,15.391046
0.0,2,15.400108
1.0,7,15.4184
1.0,8,15.455821
1.0,5,15.494126
0.0,4,15.526497
0.0,2,15.547948
0.0,2,15.596588
0.0,1,15.612013
0.0,3,15.632969
0.0,2,15.648778
1.0,6,15.690483
0.0,2,15.700253
0.0,4,15.736426
0.0,1,15.752023
0.0,1,15.767528
0.0,3,15.782995
0.0,1,15.814995
2.0,6,15.898856
0.0,1,15.923061
0.0,3,15.940832
0.0,1,15.948878
0.0,6,15.968884
1.0,8,15.992386
0.0,1,15.999763
1.0,5,16.017263
0.0,1,16.025005
1.0,8,16.045646
0.0,1,16.056248
1.0,6,16.075987
0.0,3,16.088037
0.0,2,16.097105
0.0,1,16.105716
0.0,2,16.114937
0.0,1,16.122617
1.0,6,16.140773
0.0,1,16.150027
0.0,1,16.158168
0.0,6,16.176609
0.0,2,16.18567
0.0,1,16.193502
0.0,1,16.200806
1.0,5,16.219658
0.0,1,16.227634
0.0,2,16.237893
1.0,4,16.250523
1.0,4,16.265569
0.0,1,16.277375
0.0,3,16.292114
1.0,13,16.333473
0.0,4,16.350845
0.0,2,16.364253
0.0,2,16.380805
0.0,2,16.396975
2.0,6,16.417713
0.0,2,16.434015
2.0,7,16.45458
0.0,2,16.471731
0.0,1,16.48259
0.0,1,16.491976
0.0,8,16.521231
0.0,1,16.531785
1.0,8,16.557047
0.0,1,16.567416
0.0,4,16.587028
1.0,8,16.608082
0.0,4,16.623492
1.0,6,16.641671
0.0,1,16.649244
0.0,3,16.662519
0.0,1,16.670066
1.0,5,16.685398
0.0,1,16.693021
0.0,4,16.707499
1.0,4,16.721624
0.0,1,16.729563
0.0,2,16.738463
1.0,6,16.756879
0.0,2,16.766842
0.0,5,16.780548
0.0,5,16.797098
0.0,2,16.806161
0.0,3,16.818681
0.0,2,16.827238
0.0,3,16.83956
0.0,6,16.856228
0.0,5,16.871199
0.0,3,16.881532
1.0,7,16.902785
1.0,5,16.918985
0.0,2,16.928628
0.0,1,16.93718
0.0,5,16.952749
0.0,2,16.970259
0.0,2,16.980585
0.0,2,16.99106
1.0,5,17.005922
0.0,2,17.015843
0.0,1,17.02291
0.0,3,17.035353
0.0,4,17.048265
0.0,1,17.055753
0.0,1,17.063237
1.0,6,17.080142
0.0,1,17.0876
1.0,5,17.103689
0.0,2,17.114002
0.0,4,17.128845
0.0,2,17.137855
0.0,3,17.14922
1.0,4,17.163088
0.0,3,17.174605
1.0,3,17.185775
0.0,3,17.197279
1.0,5,17.215177
0.0,1,17.227092
0.0,4,17.246363
1.0,5,17.271995
0.0,1,17.281692
0.0,1,17.292541
0.0,2,17.302939
0.0,3,17.325076
0.0,2,17.335416
1.0,6,17.351947
